input,label
"Product Name: I Am Black History - YGWR Description: Express yourself and make a statement with this awesome original design! 
Put it on your hat, backpack, shirt, toolbox, refrigerator, jacket – wherever you’d like! Available in a wide selection of sizes and options – we’re sure you’ll find the one that’s just right for you.
Each item is handmade to order. We use the best possible materials including an all metal back, durable heavy-duty Mylar, and high-resolution prints on premium paper. All orders are custom made and shipped within 1 business day!
For examples and comparisons of the many different sizing and variation options, please look at the image gallery – and feel free to message us with any questions, comments, or concerns you may have!",history
"Product Name: Funny Mother's Day Card, Unique Greeting Card For Mum Description: Novelty card. This greeting card is left blank inside so there is plenty of space to add a personal handwritten message. 

•  5x7 Inches (folded)
•  Completely Blank Inside
•  Matte Finish White Card
•  Envelope Included
•  Individually Packaged
•  Protective Cellophane Sleeve

About Pashalaza Studio - Unusual greeting cards for special occasions. Our card range features unique sentiments, funny & rude quotes and naughty banter for many occasions including birthdays, anniversaries, breakups and other occasions. Our novelty greeting cards are great for people who want something a little different from what you usually see in the shops.


This greeting card is designed and printed in the UK by:
Ⓒ PASHALAZA STUDIO⟨™⟩
All Rights Reserved.
",
"Product Name: Orca - Vinyl Stickers - Whale Description: With their bold distinctive markings, high intelligence, and their social communication, the Orca could be the perfect totem animal for school or work computers, notebooks, and journals.

Made from high-quality 3M vinyl, these stickers are waterproof, weatherproof, scratch-resistant, dishwasher safe, and best of all, repositionable. Small enough to fit on your phone case, the stickers can be applied to computers and tablet covers, reusable water bottles, notebooks, mugs, really, wherever you think needs a smile.

Details 
 * 6 x 2 inches 
 * 3M vinyl 
 * Repositionable 
 * Weatherproof
 * UV resistant 
 * Scratch resistant 
 * Dishwasher safe 

Minimum 3",animals
"Product Name: MAGNET Whidbey Island, Mermaid & Mount Baker Description: Our Magnets feature our artwork on quality materials in vibrant full color. We use eco-friendly ink, FSC certified paper, recycled materials, sourced responsibly and planet friendly. Made in USA, supporting domestic production.

• Eco-friendly non-toxic ink
• FSC certified paper
• Super strong magnet
• UV Resistant, will not fade
• 100% Made in America
• We guarantee color accuracy, durable imaging, and the highest print resolution available

Based in Seattle, WA, Lantern Press is a group of creative makers, inspired by the nature surrounding us and dedicated to contributing to and preserving our world's beauty each day. Our goal is to create art and thoughtfully made products that connect people with their memorable experiences. We hope our art provides a deeper connection with the people and places most important to you. Thank you so much for supporting our small business.",Beach & Coastal
"Product Name: Triple Stud Earring Kraft Display Cards - ECO Kraft Card Description: 
Triple Stud Earring Display Cards

Size: 6.5cm x 6.5cm

Card: 350gsm Recycled Kraft Card

Recyclable and biodegradable

These cards have three sets of tiny holes for the earrings. We can do without holes if you prefer or position them differently - for example there can be a gap for your stamp or labels at the top or the bottom of the card - please add a note to your order.

The little pieces of card in the holes will pop out when you push the earrings through.

These cards are blank; see our other listings for the custom printed option of these cards or send us a message.
We also make a range of display cards for all types of earrings, as well as necklace, brooch and badge display cards. See other listings in the shop or send a message to enquire.
",
"Product Name: Christmas Card For Great Grandson (Happy Christmas, Giraffe) Description: A truly unique greeting card for that special someone. This card is made to order by Fat Cat in the U.K from high quality, FSC sustainably sourced board. The card is 330gsm with a silk finish on the outer and matte on the inside for biro. The inside of the card is blank. The greeting card comes fully packaged with a white envelope (red for Christmas cards) and 100% recyclable cellophane bag. The back of the card highlights the fact that it is designed and made in the UK.",Holiday Season
"Product Name: Sativa Indica Hybrid Prayer Description: Paper Stickers: Water-resistant, but not weather-proof or intended for outdoor use. Use on dry surfaces like computers, notebooks, or planner spreads. 

Vinyl Stickers: Waterproof, scratch-proof, and laminated. They have a UV rating of 5+ yrs of outdoor use. Use on nearly any smooth surface, including water bottles, windows, cars, cellphones, or coolers.",Plants & Floral
Product Name: Cherry Blossom Bird - Song Quote or Blank - 6 Cards $2.50 e Description: A winsome botanical design in shades of pink and blue. Insert slides out to reveal a bird in a cherry tree. Two versions of insert: Inscribed: “Those who wish to sing always find a song” or Blank. Can be customized.,plants & floral
"Product Name: halloween - bat and pumpkin Description: Hall - bat and pumpkin with metallic gold detail
Inside: blank inside
Designer: Cori Dantini
Available with or without cello sleeve
Size: 4.25 x 5.5, vertical",holiday season
"Product Name: Micro Geo Personalized Note Cards, Description: 
Note cards personalized with your own details. We will personalize them with your contact information and design elements at no additional charge.



Cards are printed on premium quality, smooth and eco-friendly #324gsm card stock. As soon as the cards are purchased, we'll contact you to find out what personalized content to include.



Order Fulfillment:

Cards are printed and ready to ship within one week and reach U.S. and International destinations within approximately two weeks. 



Add-ons and Customizations:

Various sizes, colors and options are available for cards.
We offer a variety of additional card paper choices.
Envelopes can be purchased as well.
Please inquire about bulk discounts, wholesale and custom orders.
Please get in touch with us with questions or special order requests.
",Abstract & Geometric
"Product Name: MAGNET Devils Tower, Wyoming, Line Drawing Description: Our Magnets feature our artwork on quality materials in vibrant full color. We use eco-friendly ink, FSC certified paper, recycled materials, sourced responsibly and planet friendly. Made in USA, supporting domestic production.

• Eco-friendly non-toxic ink
• FSC certified paper
• Super strong magnet
• UV Resistant, will not fade
• 100% Made in America
• We guarantee color accuracy, durable imaging, and the highest print resolution available

Based in Seattle, WA, Lantern Press is a group of creative makers, inspired by the nature surrounding us and dedicated to contributing to and preserving our world's beauty each day. Our goal is to create art and thoughtfully made products that connect people with their memorable experiences. We hope our art provides a deeper connection with the people and places most important to you. Thank you so much for supporting our small business.",Geography & Hometown
Product Name: If You are Looking for Logic 1.5 inch button Description: This 1.5 inch round button is the perfect addition to your flair.,
"Product Name: Hike Sticker Description: Rep your roots, rep your state!",travel & adventure
"Product Name: Bee Sticker Description: This die cut Bee sticker is made from my original artwork.  It is printed on white vinyl sticker paper and coated with waterproof vinyl.

It measures 3” x 2.79”
 

*Please leave me a note if you’d like your stickers to be packaged in either a clear plastic-free baggie with a backing card or this same packaging with a hanging tab as well. If no note is included, stickers will be sent with no additional packaging.* ",animals
"Product Name: Vinyl Stickers Description: Our stickers are approximately 3” long (or larger for bumper stickers) and printed on ultra durable vinyl making them ideal for any surface - even Yeti bottles, laptops and more! Everyone LOVES these stickers!

Choose from: Fresh, Clarita, Pepe, Croqueta Rick, Samantha Mermaid, Yo Se Mas Que Tu, Oye, Azabache, Old Man Salty, Dale, Miami Mami, Tengo Chisme, Yo Soy Divina, Y El Novio, Back to the Palmetto, Aqui Mando Yo, Croqueta Bowie, Lucy, Ese Huevo Quiere Sal, No Me TOUCAN Mi Cafecito, y mas!!",Pop Culture
"Product Name: BIRTHDAY CAKE | CARTE BIRTHDAY CARD Description: BIRTHDAY CARD BY STEPHANIE DYMENT FOR CARTE
INSIDE GREETING: Have layers of fun!",food & drink
"Product Name: MAGNET Blue Ridge Mountains Mountains Are Calling Description: Our Magnets feature our artwork on quality materials in vibrant full color. We use eco-friendly ink, FSC certified paper, recycled materials, sourced responsibly and planet friendly. Made in USA, supporting domestic production.

• Eco-friendly non-toxic ink
• FSC certified paper
• Super strong magnet
• UV Resistant, will not fade
• 100% Made in America
• We guarantee color accuracy, durable imaging, and the highest print resolution available

Based in Seattle, WA, Lantern Press is a group of creative makers, inspired by the nature surrounding us and dedicated to contributing to and preserving our world's beauty each day. Our goal is to create art and thoughtfully made products that connect people with their memorable experiences. We hope our art provides a deeper connection with the people and places most important to you. Thank you so much for supporting our small business.",nature
"Product Name: Horse Badge Pewter Lapel Pin or Magnet M135 Description: This Horse Badge  pin is a perfect gift for Farmers and Horse Owners. Each pin is double tacked (military style) to avoid spinning. We only use strong neodymium magnets for a powerful grip. Proudly crafted by American Artists. After casting, each piece is hand finished and polished for a beautiful antique look. Satisfaction Guarantee!
Horses are domesticated work animal.  They were used for farming, riding and work.  Today horses are used for sports and entertainment such as racing.  There are three categories “Hot Bloods”, “Cold Bloods” and “Warmbloods”.  The “Hot Bloods” are bred for speed and endurance. “Cold Bloods” is slow but hard-working horse prefix for heavy work.  “Warm Bloods” is a cross between the two.  A male horse is called a stallion and a female is called a mare.",animals
"Product Name: O-Ring Pin Description: pin cufflink earring 

Dimensions
2 cm (L)

Net weight
3 g

Composition
24K gold plated brass or palladium silver.

Made in Paris.",
"Product Name: Fiddlehead Fern Bravo and Blank Note Card Description: Congratulate your friend in elegant fashion. Bravo! 

This letterpress card is blank inside for your personal message, and also is available as a blank note.

Item No.: BOT-131B, BOT-131",plants & floral
"Product Name: Cat Mom & Dad Sticker Description: 3"" or 4"" Vinyl  Water Resistant Sticker. Great for water bottles, laptops, & cars!","Cats, Dogs & Other Pets"
"Product Name: Niagara Folk Art Blank Notecard Description: Inspired by traditional and modern folk art!

Digitally created, printed on recycled card stock using archival, high quality inks. It comes with a 100% recycled kraft brown envelope.

Single cards are packaged in a cello sleeve.  

Blank inside.
",art & music
"Product Name: Starry Tree Sticker Description: Self-adhesive outline stickers. They have beautiful open designs which make them excellent for colouring with markers, glitter, gel pens, watercolor pencils or paint. Includes 1 4 x 9 inch sticker sheet. in your choice of colour.",nature
Product Name: Really Love You Valentine's Anniversary Card Description: This simple and bold hand lettered card is perfect for loved ones with the hand lettered message 'I just really really love you'.,love
"Product Name: Vegan Cork Journal Eco Friendly Notebook, Natural Rainbow Description: This handmade book is made entirely from vegan friendly materials, including a natural cork material for the cover. This book features 192 pages of 70lb/120gsm artist quality  paper and can be used as artist sketchbook, journal or notebook. 

Please note: Rainbow color placement may vary between books.

═════════════════════════════════

ALL ABOUT CORK:

•Cork fabric is a thin and super lightweight (yet very durable!) material that is completely vegan.
•Cork is considered an eco-friendly and sustainable material since it's obtained by harvesting the bark of the cork oak tree- a tree which isn't harmed at all from having the bark removed. In fact, the tree will continue to grow and can be harvested for more cork later on. AND, when the bark of a cork oak tree in removed, it actually absorbs as much as five times more Co2 from the air, which is great for our atmosphere.
•Cork fabric is also wear resistant and does not show scratches or wear marks very easily.",
"Product Name: Thank You Smiley Face Card (Blue, Green or Red) Description: Nothing says thank you more than thank you with a smile. Available in Blue, Green or Red. Our handmade greeting cards are made in Troy, New York from 100% recycled paper and eco-friendly soy ink. All cards are on blank on the inside, come with an envelope and are in an eco-friendly packing sleeve.",gratitude
Product Name: Harry Potter (Gryffindor Crest) 25mm Description: Harry Potter (Gryffindor Crest) Badge,pop culture
"Product Name: Holy Hour for the Sanctification of Priests Brochure Description: Holy Hour for the Sanctification of Priests and Vocations to the Priesthood

A beautiful step by step overview of how to make a Holy Hour for the Sanctification of Priests and Vocations to the Priesthood.  

A Full of Grace USA Original & Exclusive Product - Made in the USA

Folded Size:  4"" X 7"", four-panels.  Unfolded size:  16"" x 7"".  100 lb. gloss heavy paper, scored.  

 If you would like to learn more about becoming a Spiritual Mother for Priests in the Archdiocese of Denver, or starting a Spiritual Mothers apostolate in your own diocese, please send an email to:  spiritualmothersapostolate@archden.org

Full of Grace USA products include custom illustration and product design made exclusively for us. You will not find these illustrations anywhere else, they are truly unique copyrighted designs.*  Our designs are not to be copied in any way without our written permission.",
"Product Name: Kawaii Lamb Vinyl Sticker Description: When we visited the farm, my daughter was so in love with the sheep she ran up to it and gave it a hug exclaiming ""I love you sheep!"" the best mom moment ever.
The sticker design was inspired by that trip.

SIZE
Height: 2.4” x Width: 2.7""
Packaging options:
Hangable Cello with backing card (Perfect for Pegboards)
Cello with backing card (perfect for table display)
Plastic free (perfect for table display)

These stickers are perfect for:
scrapbooking, journaling, decorating phone cases or laptops, and water bottles. Paper crafts, card making, diary decoration, or anywhere else you want to add a bit of bright happy/snarky cuteness.

All stickers are hand drawn and cut by me in my cozy family home in Austin Texas. All stickers are printed on high-quality matte Vinyl Sticker Paper and it is then laminated with glossy laminate to protect from stretches. These are water resistant but not dishwasher safe.",animals
"Product Name: Kayak, Fishing Pewter Lapel Pin Brooch, A018 Description: This Fishing Kayak  pin is a perfect gift for fishermen and anglers. Each pin is double tacked (military style) to avoid spinning. We only use strong neodymium magnets for a powerful grip. Proudly crafted by American Artists. After casting, each piece is hand finished and polished for a beautiful antique look. Satisfaction Guarantee!
Kayaks are a small, narrow boat with one or two cockpits.  They are used on all bodies of water from rivers to open ocean.  Kayak is very maneuverable with a skilled paddler many kayaks can recover from a capsize.  This makes kayaks a prime chose for rapids and rough water.",sports
"Product Name: Custom Groomsmen Pins Description: 2.25 inch steel pinback wedding buttons.

These super cute buttons are fun for any wedding party occasion! Great for bridal shower, engagement parties, stag and does, bachelor parties, or reception dinners! The black buttons let everyone know who is in your wedding party!

",
"Product Name: HAMMOCK DAY | CARTE ANNIVERSARY CARD Description: ANNIVERSARY CARD BY TERRY RUNYAN FOR CARTE
INSIDE GREETING: Happy Anniversary","Cats, Dogs & Other Pets"
"Product Name: Love Heart Vinyl Sticker | 2.5"" Description: This is a great sticker to use on laptops, water bottles, planners, journals, an iPad, skateboards, or whatever else you want to stick it to!

2.5"" (6.35 cm) on widest part

- Stickers are printed on high-quality, matte vinyl sticker paper.
- Laminated for extra protection (scratches, UV light, water).
- They are great against minor wear and tear
- Waterproof/weatherproof
- Indoor and outdoor use
- All stickers are hand drawn, cut, and packaged by me

*Stickers are sold loose or with hangers
",love
"Product Name: Wood Sticker - Say Yes to Adventure Night Time Circle Description: Dust City Wood Sticker Style Options:
Wood Stickers are an eco-friendly alternative to traditional vinyl stickers. Wood Stickers are available in two styles.

Full Sized Dust City Wood Stickers:
These stickers feature 25 mil maple wood and can be cut into almost any shape. Each one is printed with our Ultra Vivid print process and has a peel away 3M adhesive backing. Our full sized Dust City Wood Stickers come packaged in a biodegradable cellophane sleeve and recycled paper hang tag.

Mini Sized Dust City Wood Stickers:
These stickers feature 25 mil maple wood and can be cut into almost any shape. Each one is printed with our Ultra Vivid print process and has a peel away 3M adhesive backing. These are a miniature version of our Dust City Wood Stickers and measure approximately 1.4” x 1.4” per sticker. Mini stickers come bulk packaged in groups of 60 stickers.",travel & adventure
"Product Name: PANSIES, NARCISSUS & CAMELLIA: Greeting Card Description: Text on the reverse side:

The pansies, are symbolic of thought and reflection upon our inner selves. The narcissus flower represents the ability to recover from anything by focusing on the positive, and the camellia flower represents affection. Illustration by botanist Pierre-Joseph Redouté (1759–1840).

 * A6 size (148mm x 105mm) 
 * Luxury pearlescent eco-certified paper 
 * Produced in our London studio 
 * Trivia fact on the reverse 
 * GS1 barcode for POS 
 * Biodegradable cello bag (unwrapped option available)",plants & floral
"Product Name: I Love You Now and Forever Card Description: I Love You Now And Forever Card, Card For Valentine's Day, Card For Her/Wife, Card For Him/Husband, Card For Boyfriend/Girlfriend,Anniversary

Greeting Cards
-Print & Ship to you. 
-5x7 size
-Includes a brown envelope


Person/ Pet Portraits
-Sizes vary
-Print & Ship to you. 
-Message me your custom text or write in the personalization field",love
"Product Name: Starry Night the Lion Greeting Card Description: Single 4.25"" x 5.5"" greeting card.",animals
"Product Name: Pennsylvania Love Vinyl Sticker Description: Pennsylvania Love is a vinyl sticker that is scratch resistant, weatherproof and waterproof.  It’s a decal that’s perfect for customizing your laptop, car, water bottle, phone case, gaming console, bike or helmet (the list really is endless…)

☆ High Quality Matte Vinyl

★ 3"" x 1.85"" Measurement

☆ Dishwasher Safe

★ Waterproof/Weatherproof/Scratch Resistant

☆ Designed and Produced in the USA

This listing is for one vinyl sticker.
Colors of products may vary slightly from the photos shown due to screen settings.",geography & hometown
"Product Name: Boobies Make Me Smile Sticker | LGBT Stickers | Funny Description: Designs are printed on matte or glossy, waterproof calendared vinyl. Sizing is in inches - the length you choose is based on the longest edge of the sticker. Stickers are appropriate for indoor and outdoor surfaces. 

Vinyl stickers are perfect for cell phone cases, bumpers/cars, water bottles, planners, journals, and laptops. Stickers are one-time use (e.g. not removable/reusable).",
"Product Name: Home For The Holidays - Letterpress Holiday Greeting Card Description: Letterpress A2 card with deep-flap envelope. 

Designed and printed in-house in Santa Barbara, CA on folio's 1953 Heidelberg Windmill platen press. 
",holiday season
